,Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month
221,917630,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,61809.0,Married,Star,4282.95,Standard,2016,12
222,670686,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,79359.34090727258,Single,Star,4291.06,Standard,2018,5
223,717660,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,79359.34090727258,Single,Star,4293.01,Standard,2015,3
224,450621,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77083.0,Married,Star,4296.6,Standard,2015,3
225,939562,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,95467.0,Married,Star,4297.02,Standard,2016,12
226,135250,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,88089.0,Married,Star,4298.66,Standard,2013,8
227,714555,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,64387.0,Divorced,Star,4299.84,Standard,2013,8
228,947868,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,96733.0,Married,Star,4300.9,Standard,2012,5
229,573661,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,86098.0,Single,Star,4303.64,Standard,2018,8
230,228580,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,54643.0,Single,Star,4305.79,Standard,2012,5
231,557500,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,49606.0,Married,Star,4305.81,Standard,2015,11
232,238233,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,85577.0,Married,Star,4307.42,Standard,2017,4
233,979309,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,63654.0,Single,Star,4312.77,Standard,2013,3
234,342483,Canada,Alberta,Calgary,T3E 2V9,Male,College,79359.34090727258,Single,Aurora,23706.11,2018 Promotion,2018,3
235,833569,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,79359.34090727258,Single,Star,4314.07,Standard,2017,9
236,120046,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56411.0,Married,Star,4314.17,Standard,2017,7
237,816881,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56411.0,Married,Star,4314.17,Standard,2018,6
238,717700,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,62093.0,Married,Star,4315.79,Standard,2015,9
239,384146,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,48890.0,Married,Nova,2790.23,2018 Promotion,2018,4
240,245465,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,69818.0,Married,Star,4319.15,Standard,2015,8
241,510372,Canada,Ontario,Toronto,M2M 7K8,Female,College,79359.34090727258,Divorced,Star,4322.24,Standard,2018,7
242,709920,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,82427.0,Married,Star,4327.1,Standard,2013,1
243,156031,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,84981.0,Married,Star,4328.37,Standard,2014,12
244,143784,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2013,1
245,602176,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2016,8
246,870998,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76159.0,Married,Star,4330.39,Standard,2016,4
247,958224,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2015,12
248,837628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60928.0,Married,Star,4330.77,Standard,2014,10
249,395460,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79359.34090727258,Single,Star,4330.8,Standard,2013,12
250,136547,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,92131.0,Married,Star,4331.46,Standard,2012,9
251,780631,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92131.0,Married,Star,4331.46,Standard,2018,11
252,166712,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,114551.0,Single,Star,4334.06,Standard,2014,8
253,217695,Canada,Ontario,Trenton,K8V 4B2,Male,Master,114551.0,Single,Star,4334.06,Standard,2013,9
254,263707,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,114551.0,Single,Star,4334.06,Standard,2014,5
255,638368,Canada,Quebec,Montreal,H2T 2J6,Male,Master,114551.0,Single,Star,4334.06,Standard,2013,11
256,695529,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,114551.0,Single,Star,4334.06,Standard,2012,12
257,871203,Canada,Ontario,Toronto,M1R 4K3,Male,Master,114551.0,Single,Star,4334.06,Standard,2017,12
258,915571,Canada,British Columbia,Victoria,V10 6T5,Male,Master,114551.0,Single,Star,4334.06,Standard,2015,7
259,642109,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94908.0,Married,Star,4335.35,Standard,2014,2
260,833701,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79359.34090727258,Single,Star,4340.86,Standard,2014,2
261,275442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87262.0,Married,Star,4349.31,Standard,2016,1
262,374345,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2015,10
263,384825,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2012,8
264,559233,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2018,7
265,564650,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87262.0,Married,Star,4349.31,Standard,2013,8
266,277649,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,94838.0,Divorced,Star,4358.76,Standard,2012,8
267,176885,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,90142.0,Married,Star,4361.37,Standard,2015,12
268,732013,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,90142.0,Married,Star,4361.37,Standard,2015,9
269,793318,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79359.34090727258,Single,Star,4362.77,Standard,2016,2
270,830024,Canada,Quebec,Montreal,H2T 9K8,Female,College,79359.34090727258,Single,Star,4362.77,Standard,2015,4
271,223684,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,2018,7
272,723262,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,2018,10
273,879892,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,71797.0,Divorced,Star,4363.12,Standard,2018,5
274,966117,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71797.0,Divorced,Star,4363.12,Standard,2012,9
275,258358,Canada,Quebec,Montreal,H2T 2J6,Female,College,79359.34090727258,Single,Star,4363.2,Standard,2016,7
276,265836,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,64692.0,Single,Star,4364.31,Standard,2013,6
277,474174,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,218703.0,Married,Star,4365.26,Standard,2015,11
278,474172,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,50951.0,Single,Star,4369.04,Standard,2015,5
279,202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,245427.0,Married,Star,4373.36,Standard,2017,3
280,497467,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,245427.0,Married,Star,4373.36,Standard,2015,3
281,971902,Canada,Ontario,Toronto,M1R 4K3,Male,College,79359.34090727258,Married,Star,4376.08,Standard,2014,1
282,134279,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2018,8
283,474757,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2014,4
284,635225,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2015,3
285,980198,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2017,2
286,995693,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2018,5
287,861924,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,79359.34090727258,Single,Star,4377.53,Standard,2013,9
288,639383,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,46978.0,Married,Star,4381.18,Standard,2018,10
289,769731,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,61040.0,Married,Star,4381.88,Standard,2016,3
290,884530,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61040.0,Married,Star,4381.88,Standard,2018,7
291,207372,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,93733.0,Single,Star,4383.15,Standard,2017,12
292,236300,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55522.0,Married,Star,4384.35,Standard,2015,8
293,543553,Canada,Ontario,Toronto,P1J 8T7,Female,Master,72027.0,Single,Star,4386.28,Standard,2018,11
294,639701,Canada,Ontario,Trenton,K8V 4B2,Female,Master,72027.0,Single,Star,4386.28,Standard,2012,4
295,998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51427.0,Married,Star,4389.28,Standard,2016,7
296,283747,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79359.34090727258,Divorced,Star,4389.95,Standard,2016,4
297,863122,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,52922.0,Married,Star,4395.89,Standard,2018,5
298,816593,Canada,British Columbia,Victoria,V10 6T5,Male,College,79359.34090727258,Single,Star,4398.05,Standard,2015,11
299,440939,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,68812.0,Married,Star,4419.12,Standard,2016,9
300,531201,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,79359.34090727258,Married,Star,4419.54,Standard,2012,8
301,585629,Canada,Quebec,Montreal,H2T 9K8,Male,College,79359.34090727258,Single,Star,4423.69,Standard,2016,3
302,347932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78444.0,Married,Star,4425.75,Standard,2012,9
303,417886,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91100.0,Married,Star,4425.91,Standard,2015,2
304,514900,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,91100.0,Married,Star,4425.91,Standard,2018,7
305,203550,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53610.0,Married,Star,4426.1,Standard,2013,11
306,181825,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,74770.0,Married,Star,4428.03,Standard,2015,4
307,261582,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,74770.0,Married,Star,4428.03,Standard,2012,7
308,679859,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74770.0,Married,Star,4428.03,Standard,2014,9
309,977693,Canada,Alberta,Calgary,T3E 2V9,Female,College,79359.34090727258,Single,Nova,2887.74,2018 Promotion,2018,2
310,122958,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,49512.0,Married,Star,4430.57,Standard,2016,6
311,274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57188.0,Married,Star,4434.41,Standard,2013,9
312,443967,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,73327.0,Single,Nova,3086.87,2018 Promotion,2018,3
313,652291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,96749.0,Divorced,Star,4439.9,Standard,2013,10
314,603775,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79359.34090727258,Married,Star,4443.63,Standard,2014,3
315,948404,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,86499.0,Married,Star,4447.42,Standard,2014,12
316,605877,Canada,Ontario,Toronto,P1J 8T7,Female,College,79359.34090727258,Married,Star,4455.84,Standard,2016,12
317,994377,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53530.0,Single,Star,4456.02,Standard,2013,12
318,766927,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,71936.0,Divorced,Star,4457.94,Standard,2016,4
319,556492,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79359.34090727258,Single,Nova,3099.54,2018 Promotion,2018,3
320,702588,Canada,Alberta,Banff,T4V 1D4,Male,Master,94440.0,Divorced,Star,4458.11,Standard,2016,11
321,798248,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,94440.0,Divorced,Star,4458.11,Standard,2012,5
322,641448,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83194.0,Married,Star,4462.45,Standard,2015,11
323,406047,Canada,Ontario,Toronto,P1J 8T7,Female,College,79359.34090727258,Single,Star,4463.0,Standard,2017,3
324,538902,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79359.34090727258,Single,Star,4463.0,Standard,2017,10
325,855602,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,60704.0,Single,Nova,3133.5,2018 Promotion,2018,3
326,883242,Canada,Ontario,Toronto,P2T 6G3,Male,College,79359.34090727258,Single,Star,4463.0,Standard,2018,10
327,909134,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79359.34090727258,Single,Star,4463.0,Standard,2016,5
328,294753,Canada,Ontario,Trenton,K8V 4B2,Female,College,79359.34090727258,Single,Star,4463.61,Standard,2015,1
329,606076,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,77162.0,Married,Star,4465.34,Standard,2018,11
330,120613,Canada,Quebec,Hull,J8Y 3Z5,Female,College,79359.34090727258,Single,Star,4466.1,Standard,2018,12
331,520094,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,52881.0,Married,Star,4466.98,Standard,2016,10
332,754539,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79359.34090727258,Single,Star,4467.71,Standard,2016,6
333,189611,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79359.34090727258,Single,Star,4468.22,Standard,2012,10
334,971599,Canada,Alberta,Banff,T4V 1D4,Male,College,79359.34090727258,Single,Star,4468.51,Standard,2013,6
335,485189,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,79359.34090727258,Single,Star,4471.75,Standard,2012,9
336,521384,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,71069.0,Married,Star,4472.33,Standard,2016,1
337,128039,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,94052.0,Married,Star,4474.48,Standard,2014,9
338,565133,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,62202.0,Divorced,Star,4477.45,Standard,2013,4
339,947876,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,101171.0,Married,Star,4479.02,Standard,2018,12
340,138746,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,57020.0,Married,Star,4479.49,Standard,2012,12
341,564707,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,57020.0,Married,Star,4479.49,Standard,2013,10
342,712114,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,87293.0,Married,Nova,3235.36,2018 Promotion,2018,4
343,174996,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,79359.34090727258,Single,Star,4488.13,Standard,2014,10
344,798854,Canada,British Columbia,Victoria,V10 6T5,Female,College,79359.34090727258,Married,Star,4491.91,Standard,2017,6
345,800075,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,62621.0,Single,Star,4492.23,Standard,2016,2
346,410384,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,79359.34090727258,Single,Star,4492.52,Standard,2012,9
347,692304,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,79359.34090727258,Single,Star,4492.52,Standard,2016,10
348,991672,Canada,Quebec,Montreal,H4G 3T4,Male,College,79359.34090727258,Single,Star,4502.41,Standard,2017,4
349,344180,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,79359.34090727258,Single,Star,4502.67,Standard,2017,7
350,703338,Canada,Ontario,Trenton,K8V 4B2,Male,College,79359.34090727258,Single,Star,4502.87,Standard,2018,11
351,922388,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,91236.0,Married,Star,4505.4,Standard,2016,12
352,471018,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,50047.0,Married,Star,4505.84,Standard,2015,8
353,655743,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,60806.0,Single,Star,4505.85,Standard,2013,7
354,787472,Canada,Ontario,Toronto,M2M 7K8,Female,College,79359.34090727258,Single,Star,4506.66,Standard,2017,9
355,667687,Canada,Ontario,Toronto,M8Y 4K8,Female,College,79359.34090727258,Single,Star,4512.2,Standard,2018,11
356,348920,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,95947.0,Married,Star,4515.18,Standard,2013,4
357,523394,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,95947.0,Married,Star,4515.18,Standard,2014,11
358,430521,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,47639.0,Divorced,Star,4515.45,Standard,2018,12
359,981581,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,71398.0,Married,Star,4517.91,Standard,2013,10
360,639510,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,79359.34090727258,Single,Star,4518.02,Standard,2012,12
361,744675,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,60757.0,Married,Star,4521.19,Standard,2015,2
362,289177,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,55909.0,Married,Star,4525.28,Standard,2014,12
363,271641,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79359.34090727258,Married,Nova,3256.77,2018 Promotion,2018,3
364,357149,Canada,Quebec,Hull,J8Y 3Z5,Female,College,79359.34090727258,Married,Star,4526.13,Standard,2016,5
365,876207,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,99902.0,Married,Star,4526.95,Standard,2014,7
366,224384,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,97789.0,Married,Star,4528.74,Standard,2013,4
367,650445,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,79568.0,Married,Star,4529.06,Standard,2016,8
368,399982,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79359.34090727258,Single,Star,4529.98,Standard,2013,6
369,228984,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,57254.0,Married,Star,4530.53,Standard,2015,11
370,221388,Canada,Ontario,Sudbury,M5V 1G5,Male,College,79359.34090727258,Married,Star,4531.37,Standard,2013,7
371,710053,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,49253.0,Married,Star,4531.37,Standard,2016,6
372,591576,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79359.34090727258,Single,Star,4531.68,Standard,2012,11
373,696577,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58713.0,Single,Nova,3757.8,2018 Promotion,2018,4
374,836475,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75487.0,Married,Star,4540.38,Standard,2014,8
375,686223,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,33651.0,Married,Nova,3837.45,2018 Promotion,2018,4
376,450979,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79359.34090727258,Divorced,Star,4541.26,Standard,2018,11
377,392235,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,53768.0,Single,Star,4542.41,Standard,2013,7
378,529218,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79359.34090727258,Single,Star,4547.16,Standard,2015,2
379,549132,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,56443.0,Married,Star,4547.89,Standard,2017,5
380,782523,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,56443.0,Married,Star,4547.89,Standard,2018,9
381,566343,Canada,Quebec,Montreal,H2T 2J6,Male,College,79359.34090727258,Married,Star,4548.29,Standard,2013,12
382,263729,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,94208.0,Single,Star,4554.56,Standard,2014,3
383,326561,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94208.0,Single,Star,4554.56,Standard,2015,1
384,430880,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,102644.0,Single,Nova,5272.19,2018 Promotion,2018,4
385,216652,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,73496.0,Married,Nova,5387.93,2018 Promotion,2018,2
386,561092,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,48849.0,Married,Star,4558.43,Standard,2018,11
387,234866,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,79359.34090727258,Single,Star,4558.59,Standard,2014,8
388,721984,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,59500.0,Married,Star,4558.97,Standard,2017,3
389,772397,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,80050.0,Married,Star,4561.27,Standard,2014,4
390,685792,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60582.0,Divorced,Star,4563.02,Standard,2016,7
391,344199,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,79359.34090727258,Married,Star,4563.87,Standard,2012,7
392,909385,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,44510.0,Single,Star,4564.51,Standard,2016,3
393,211043,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,79359.34090727258,Single,Star,4566.12,Standard,2012,7
394,459801,Canada,Ontario,Toronto,M8Y 4K8,Female,College,79359.34090727258,Single,Star,4568.82,Standard,2012,6
395,958243,Canada,Ontario,London,M5B 3E4,Male,College,79359.34090727258,Married,Star,4569.88,Standard,2017,1
396,517758,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Doctor,269011.0,Divorced,Star,4570.67,Standard,2012,12
397,712062,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,269011.0,Divorced,Star,4570.67,Standard,2016,8
398,845945,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,98851.0,Divorced,Star,4571.51,Standard,2014,1
399,324707,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79359.34090727258,Married,Star,4572.04,Standard,2013,3
400,184635,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,104581.0,Single,Star,4574.52,Standard,2014,10
401,947123,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,55985.0,Single,Star,4574.92,Standard,2017,11
402,432598,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,67447.0,Married,Star,4576.76,Standard,2014,9
403,524483,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67447.0,Married,Star,4576.76,Standard,2014,12
404,413445,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,68171.0,Divorced,Star,4582.16,Standard,2017,8
405,257575,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82460.0,Married,Star,4582.67,Standard,2016,6
406,352834,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,58212.0,Married,Star,4582.69,Standard,2017,8
407,127590,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,80927.0,Married,Star,4582.9,Standard,2017,4
408,846374,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,48538.0,Married,Star,4583.1,Standard,2016,3
409,651054,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101280.0,Married,Star,4583.75,Standard,2018,5
410,674637,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,83167.0,Married,Nova,5395.83,2018 Promotion,2018,3
411,130368,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,92859.0,Married,Star,4591.63,Standard,2013,10
